OBJECTID_12 *,OID,Shape *,OID,RASTERVALU,距离,Shape_Length,Shape_Area,LID,mesli,AVERAGE,S,Z-Score
202,31,面,7512,2.26194,0,12000,9000000,202,2.26194,2.162318219,0.662851466,0.150292768
203,145,面,7531,2.43728,0,12000,9000000,203,2.43728,2.162318219,0.662851466,0.414816585
204,328,面,7571,2.45723,0,12000,9000000,204,2.45723,2.162318219,0.662851466,0.444913826
205,426,面,7577,2.489626,0,12000,9000000,205,2.489626,2.162318219,0.662851466,0.49378752
206,234,面,7610,2.315654,0,12000,9000000,206,2.315654,2.162318219,0.662851466,0.231327514
207,21,面,7615,2.279199,0,12000,9000000,207,2.279199,2.162318219,0.662851466,0.176330275
208,111,面,7682,0.728588,0,12000,9000000,208,0.728588,2.162318219,0.662851466,-2.162973596
209,159,面,7718,2.25454,0,12000,9000000,209,2.25454,2.162318219,0.662851466,0.139128879
210,144,面,7804,2.409917,0,12000,9000000,210,2.409917,2.162318219,0.662851466,0.373535844
211,233,面,7910,2.666507,0,12000,9000000,211,2.666507,2.162318219,0.662851466,0.760636142
212,245,面,7911,2.321023,0,12000,9000000,212,2.321023,2.162318219,0.662851466,0.239427367
213,38,面,7928,2.283826,0,12000,9000000,213,2.283826,2.162318219,0.662851466,0.183310723
214,53,面,7938,2.33338,0,12000,9000000,214,2.33338,2.162318219,0.662851466,0.258069553
215,92,面,7959,1.867649,0,12000,9000000,215,1.867649,2.162318219,0.662851466,-0.444547887
216,430,面,8006,2.419114,0,12000,9000000,216,2.419114,2.162318219,0.662851466,0.387410747
217,213,面,8091,1.957884,0,12000,9000000,217,1.957884,2.162318219,0.662851466,-0.308416333
218,106,面,8117,2.404407,0,12000,9000000,218,2.404407,2.162318219,0.662851466,0.365223272
219,148,面,8183,2.308078,0,12000,9000000,219,2.308078,2.162318219,0.662851466,0.219898105
220,412,面,8240,2.284206,0,12000,9000000,220,2.284206,2.162318219,0.662851466,0.183884004
221,265,面,8301,2.328257,0,12000,9000000,221,2.328257,2.162318219,0.662851466,0.250340823
222,261,面,8307,2.415336,0,12000,9000000,222,2.415336,2.162318219,0.662851466,0.381711129
223,353,面,8352,1.928356,0,12000,9000000,223,1.928356,2.162318219,0.662851466,-0.352963266
224,267,面,8366,2.491498,0,12000,9000000,224,2.491498,2.162318219,0.662851466,0.496611682
225,20,面,8375,2.083511,0,12000,9000000,225,2.083511,2.162318219,0.662851466,-0.118891219
226,40,面,8432,2.370976,0,12000,9000000,226,2.370976,2.162318219,0.662851466,0.314788142
227,373,面,8437,2.295885,0,12000,9000000,227,2.295885,2.162318219,0.662851466,0.201503336
228,168,面,8492,0.773796,0,12000,9000000,228,0.773796,2.162318219,0.662851466,-2.094771287
