LID,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,ERI,AVERAGE,S,Z-score
89,7810000,0,0,40000,1150000,0,0.867777778,0,0,0.004444444,0.127777778,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021677777,0.018349227,0.00692192,0.480870943
90,7490000,0,0,660000,850000,0,0.832222222,0,0,0.073333333,0.094444444,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.023150216,0.018349227,0.00692192,0.693592138
91,7190000,0,0,0,1810000,0,0.798888889,0,0,0,0.201111111,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.020552724,0.018349227,0.00692192,0.318336117
92,7330000,0,0,400000,1270000,0,0.814444444,0,0,0.044444444,0.141111111,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022059724,0.018349227,0.00692192,0.53605029
93,7410000,0,1090000,150000,350000,0,0.823333333,0,0.121111111,0.016666667,0.038888889,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021932089,0.018349227,0.00692192,0.517611041
94,6610000,0,1810000,0,580000,0,0.734444444,0,0.201111111,0,0.064444444,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.020525051,0.018349227,0.00692192,0.314338237
95,8090000,0,0,0,910000,0,0.898888889,0,0,0,0.101111111,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021999783,0.018349227,0.00692192,0.527390698
96,7160000,0,0,0,1840000,0,0.795555556,0,0,0,0.204444444,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.020504488,0.018349227,0.00692192,0.31136753
97,7650000,0,0,0,1350000,0,0.85,0,0,0,0.15,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021292332,0.018349227,0.00692192,0.425186246
98,6450000,0,280000,1210000,1060000,0,0.716666667,0,0.031111111,0.134444444,0.117777778,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.023380655,0.018349227,0.00692192,0.726883336
99,8070000,0,0,0,930000,0,0.896666667,0,0,0,0.103333333,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021967626,0.018349227,0.00692192,0.522745021
100,7480000,300000,120000,150000,950000,0,0.831111111,0.033333333,0.013333333,0.016666667,0.105555556,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021429184,0.018349227,0.00692192,0.444957062
101,2920000,930000,4520000,500000,130000,0,0.324444444,0.103333333,0.502222222,0.055555556,0.014444444,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.01714469,0.018349227,0.00692192,-0.174017769
102,6350000,80000,1870000,380000,320000,0,0.705555556,0.008888889,0.207777778,0.042222222,0.035555556,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.02132001,0.018349227,0.00692192,0.429184847
103,7560000,0,0,0,1440000,0,0.84,0,0,0,0.16,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021147626,0.018349227,0.00692192,0.404280773
104,7720000,0,0,0,1280000,0,0.857777778,0,0,0,0.142222222,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021404881,0.018349227,0.00692192,0.441446042
105,7730000,0,0,0,1270000,0,0.858888889,0,0,0,0.141111111,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021420959,0.018349227,0.00692192,0.443768808
106,6750000,0,0,130000,2120000,0,0.75,0,0,0.014444444,0.235555556,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.020261891,0.018349227,0.00692192,0.276319882
107,8080000,0,0,0,920000,0,0.897777778,0,0,0,0.102222222,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021983705,0.018349227,0.00692192,0.525067932
108,3210000,5740000,0,0,50000,0,0.356666667,0.637777778,0,0,0.005555556,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.011656229,0.018349227,0.00692192,-0.96692802
109,80000,5840000,60000,0,0,0,0.013377926,0.976588629,0.010033445,0,0,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.005407136,0.018349227,0.00692192,-1.869725709
110,4400000,2920000,600000,1080000,0,0,0.488888889,0.324444444,0.066666667,0.12,0,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.018557543,0.018349227,0.00692192,0.03009512
111,40000,8860000,0,100000,0,0,0.004444444,0.984444444,0,0.011111111,0,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.005522435,0.018349227,0.00692192,-1.853068624
112,1990000,5760000,260000,990000,0,0,0.221111111,0.64,0.028888889,0.11,0,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.012988649,0.018349227,0.00692192,-0.774435174
113,940000,8060000,0,0,0,0,0.104444444,0.895555556,0,0,0,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.006997071,0.018349227,0.00692192,-1.640030033
114,4280000,3650000,50000,1020000,0,0,0.475555556,0.405555556,0.005555556,0.113333333,0,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.017579756,0.018349227,0.00692192,-0.111164395
115,3790000,4550000,170000,430000,60000,0,0.421111111,0.505555556,0.018888889,0.047777778,0.006666667,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.01456954,0.018349227,0.00692192,-0.546046072
116,7460000,0,0,770000,770000,0,0.828888889,0,0,0.085555556,0.085555556,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.023454504,0.018349227,0.00692192,0.737552198
