LID,mesli,LER,Amesli,Smesli,Zmesli,ALER,S,Z-score,typemesli,typeLER,type,NUMBER,QUADRANT
198,0.613788,0.020136,1.950166924,0.682104078,-1.9592009,0.01832996,0.00692192,0.258112505,LOW,HIGH,LOWHIGH,3,2
199,2.24542,0.00567,1.950166924,0.682104078,0.432856342,0.01832996,0.00692192,-1.831683516,HIGH,LOW,HIGHLOW,2,4
200,2.17162,0.006501,1.950166924,0.682104078,0.32466171,0.01832996,0.00692192,-1.711760279,HIGH,LOW,HIGHLOW,2,4
201,2.17286,0.017244,1.950166924,0.682104078,0.326479614,0.01832996,0.00692192,-0.159630575,HIGH,LOW,HIGHLOW,2,4
202,2.1102,0.007967,1.950166924,0.682104078,0.2346168,0.01832996,0.00692192,-1.499836119,HIGH,LOW,HIGHLOW,2,4
203,2.24508,0.006087,1.950166924,0.682104078,0.432357884,0.01832996,0.00692192,-1.771490531,HIGH,LOW,HIGHLOW,2,4
204,2.20811,0.007155,1.950166924,0.682104078,0.378157944,0.01832996,0.00692192,-1.617159498,HIGH,LOW,HIGHLOW,2,4
205,2.16354,0.017874,1.950166924,0.682104078,0.31281601,0.01832996,0.00692192,-0.068684993,HIGH,LOW,HIGHLOW,2,4
206,2.17231,0.01101,1.950166924,0.682104078,0.325673285,0.01832996,0.00692192,-1.060296485,HIGH,LOW,HIGHLOW,2,4
207,2.14128,0.016043,1.950166924,0.682104078,0.280181694,0.01832996,0.00692192,-0.333104708,HIGH,LOW,HIGHLOW,2,4
208,2.1392,0.022615,1.950166924,0.682104078,0.277132306,0.01832996,0.00692192,0.61621418,HIGH,HIGH,HIGHHIGH,1,1
209,2.31607,0.005473,1.950166924,0.682104078,0.536432911,0.01832996,0.00692192,-1.860179802,HIGH,LOW,HIGHLOW,2,4
210,2.2227,0.01996,1.950166924,0.682104078,0.399547642,0.01832996,0.00692192,0.232729517,HIGH,HIGH,HIGHHIGH,1,1
211,2.38439,0.017076,1.950166924,0.682104078,0.636593579,0.01832996,0.00692192,-0.183988702,HIGH,LOW,HIGHLOW,2,4
212,2.14986,0.020947,1.950166924,0.682104078,0.29276042,0.01832996,0.00692192,0.375259633,HIGH,HIGH,HIGHHIGH,1,1
213,2.14106,0.006059,1.950166924,0.682104078,0.279859163,0.01832996,0.00692192,-1.775580148,HIGH,LOW,HIGHLOW,2,4
214,2.07859,0.020768,1.950166924,0.682104078,0.188274899,0.01832996,0.00692192,0.3494743,HIGH,HIGH,HIGHHIGH,1,1
215,2.06806,0.014394,1.950166924,0.682104078,0.172837372,0.01832996,0.00692192,-0.571425015,HIGH,LOW,HIGHLOW,2,4
216,2.14495,0.0108,1.950166924,0.682104078,0.285562105,0.01832996,0.00692192,-1.090596028,HIGH,LOW,HIGHLOW,2,4
217,2.1301,0.010776,1.950166924,0.682104078,0.263791233,0.01832996,0.00692192,-1.094019644,HIGH,LOW,HIGHLOW,2,4
218,1.78883,0.00561,1.950166924,0.682104078,-0.236528308,0.01832996,0.00692192,-1.840463739,LOW,LOW,LOWLOW,4,3
219,1.75599,0.01327,1.950166924,0.682104078,-0.284673454,0.01832996,0.00692192,-0.733810605,LOW,LOW,LOWLOW,4,3
220,2.16263,0.011083,1.950166924,0.682104078,0.311481903,0.01832996,0.00692192,-1.049721094,HIGH,LOW,HIGHLOW,2,4
221,2.17904,0.005077,1.950166924,0.682104078,0.335539815,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
222,2.13457,0.020159,1.950166924,0.682104078,0.270344486,0.01832996,0.00692192,0.261488736,HIGH,HIGH,HIGHHIGH,1,1
223,1.67032,0.02013,1.950166924,0.682104078,-0.410270123,0.01832996,0.00692192,0.257337431,LOW,HIGH,LOWHIGH,3,2
224,2.14074,0.005077,1.950166924,0.682104078,0.279390026,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
225,2.08782,0.014894,1.950166924,0.682104078,0.201806558,0.01832996,0.00692192,-0.499213399,HIGH,LOW,HIGHLOW,2,4
226,2.11546,0.009858,1.950166924,0.682104078,0.242328233,0.01832996,0.00692192,-1.226682844,HIGH,LOW,HIGHLOW,2,4
227,2.15564,0.005077,1.950166924,0.682104078,0.3012342,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
228,0.567059,0.021985,1.950166924,0.682104078,-2.02770804,0.01832996,0.00692192,0.525179173,LOW,HIGH,LOWHIGH,3,2
229,2.11346,0.012656,1.950166924,0.682104078,0.239396129,0.01832996,0.00692192,-0.822428942,HIGH,LOW,HIGHLOW,2,4
230,2.12598,0.021546,1.950166924,0.682104078,0.257751099,0.01832996,0.00692192,0.461883147,HIGH,HIGH,HIGHHIGH,1,1
231,0.273902,0.020778,1.950166924,0.682104078,-2.457491426,0.01832996,0.00692192,0.350807889,LOW,HIGH,LOWHIGH,3,2
232,2.16683,0.005751,1.950166924,0.682104078,0.317639321,0.01832996,0.00692192,-1.820063185,HIGH,LOW,HIGHLOW,2,4
233,2.16789,0.022749,1.950166924,0.682104078,0.319193336,0.01832996,0.00692192,0.635682768,HIGH,HIGH,HIGHHIGH,1,1
234,0.492243,0.02237,1.950166924,0.682104078,-2.137392181,0.01832996,0.00692192,0.580800015,LOW,HIGH,LOWHIGH,3,2
235,1.95428,0.022043,1.950166924,0.682104078,0.006029983,0.01832996,0.00692192,0.533695019,HIGH,HIGH,HIGHHIGH,1,1
236,2.21813,0.019668,1.950166924,0.682104078,0.392847785,0.01832996,0.00692192,0.190580515,HIGH,HIGH,HIGHHIGH,1,1
237,1.46458,0.0175,1.950166924,0.682104078,-0.711895647,0.01832996,0.00692192,-0.122751787,LOW,LOW,LOWLOW,4,3
238,2.13056,0.022496,1.950166924,0.682104078,0.264465617,0.01832996,0.00692192,0.599070381,HIGH,HIGH,HIGHHIGH,1,1
239,2.21106,0.023463,1.950166924,0.682104078,0.382482798,0.01832996,0.00692192,0.73876819,HIGH,HIGH,HIGHHIGH,1,1
240,2.01806,0.017778,1.950166924,0.682104078,0.099534775,0.01832996,0.00692192,-0.082471631,HIGH,LOW,HIGHLOW,2,4
241,2.25914,0.017977,1.950166924,0.682104078,0.452970574,0.01832996,0.00692192,-0.053823364,HIGH,LOW,HIGHLOW,2,4
242,0.567339,0.02213,1.950166924,0.682104078,-2.027297546,0.01832996,0.00692192,0.546169015,LOW,HIGH,LOWHIGH,3,2
243,0.461246,0.008992,1.950166924,0.682104078,-2.182835393,0.01832996,0.00692192,-1.351778201,LOW,LOW,LOWLOW,4,3
244,0.637371,0.012342,1.950166924,0.682104078,-1.924626997,0.01832996,0.00692192,-0.867822997,LOW,LOW,LOWLOW,4,3
245,0.590237,0.00979,1.950166924,0.682104078,-1.993727889,0.01832996,0.00692192,-1.236515088,LOW,LOW,LOWLOW,4,3
246,1.6447,0.017305,1.950166924,0.682104078,-0.447830373,0.01832996,0.00692192,-0.150895281,LOW,LOW,LOWLOW,4,3
247,2.16465,0.020352,1.950166924,0.682104078,0.314443328,0.01832996,0.00692192,0.28931122,HIGH,HIGH,HIGHHIGH,1,1
248,1.83644,0.022974,1.950166924,0.682104078,-0.166729576,0.01832996,0.00692192,0.668088374,LOW,HIGH,LOWHIGH,3,2
249,2.06536,0.017215,1.950166924,0.682104078,0.168879032,0.01832996,0.00692192,-0.163840534,HIGH,LOW,HIGHLOW,2,4
250,2.23842,0.022259,1.950166924,0.682104078,0.422593978,0.01832996,0.00692192,0.564824678,HIGH,HIGH,HIGHHIGH,1,1
251,1.4608,0.019859,1.950166924,0.682104078,-0.717437323,0.01832996,0.00692192,0.218080835,LOW,HIGH,LOWHIGH,3,2
252,2.19362,0.019338,1.950166924,0.682104078,0.356914852,0.01832996,0.00692192,0.142777302,HIGH,HIGH,HIGHHIGH,1,1
253,1.67721,0.01412,1.950166924,0.682104078,-0.400169025,0.01832996,0.00692192,-0.610970403,LOW,LOW,LOWLOW,4,3
254,0.447181,0.022579,1.950166924,0.682104078,-2.203455413,0.01832996,0.00692192,0.611012588,LOW,HIGH,LOWHIGH,3,2
255,2.17676,0.022225,1.950166924,0.682104078,0.332197216,0.01832996,0.00692192,0.55991029,HIGH,HIGH,HIGHHIGH,1,1
256,2.16997,0.020649,1.950166924,0.682104078,0.322242724,0.01832996,0.00692192,0.332273002,HIGH,HIGH,HIGHHIGH,1,1
257,2.20211,0.02171,1.950166924,0.682104078,0.369361633,0.01832996,0.00692192,0.485579753,HIGH,HIGH,HIGHHIGH,1,1
258,2.12828,0.017482,1.950166924,0.682104078,0.261123019,0.01832996,0.00692192,-0.12532434,HIGH,LOW,HIGHLOW,2,4
259,2.11791,0.016098,1.950166924,0.682104078,0.24592006,0.01832996,0.00692192,-0.325198375,HIGH,LOW,HIGHLOW,2,4
260,2.10192,0.006888,1.950166924,0.682104078,0.22247789,0.01832996,0.00692192,-1.655737959,HIGH,LOW,HIGHLOW,2,4
261,2.37062,0.013722,1.950166924,0.682104078,0.616406043,0.01832996,0.00692192,-0.668458503,HIGH,LOW,HIGHLOW,2,4
262,0.602218,0.032378,1.950166924,0.682104078,-1.97616312,0.01832996,0.00692192,2.026755849,LOW,HIGH,LOWHIGH,3,2
263,1.58729,0.017864,1.950166924,0.682104078,-0.531996414,0.01832996,0.00692192,-0.070035775,LOW,LOW,LOWLOW,4,3
264,2.06407,0.018204,1.950166924,0.682104078,0.166987825,0.01832996,0.00692192,-0.021055431,HIGH,LOW,HIGHLOW,2,4
265,1.78346,0.020637,1.950166924,0.682104078,-0.244401007,0.01832996,0.00692192,0.330577663,LOW,HIGH,LOWHIGH,3,2
266,2.08233,0.021936,1.950166924,0.682104078,0.193757933,0.01832996,0.00692192,0.518162622,HIGH,HIGH,HIGHHIGH,1,1
267,2.01107,0.009427,1.950166924,0.682104078,0.089287072,0.01832996,0.00692192,-1.289009197,HIGH,LOW,HIGHLOW,2,4
268,2.18105,0.020942,1.950166924,0.682104078,0.338486579,0.01832996,0.00692192,0.37451403,HIGH,HIGH,HIGHHIGH,1,1
269,2.13111,0.014198,1.950166924,0.682104078,0.265271946,0.01832996,0.00692192,-0.599672092,HIGH,LOW,HIGHLOW,2,4
270,2.05952,0.019725,1.950166924,0.682104078,0.160317288,0.01832996,0.00692192,0.198818692,HIGH,HIGH,HIGHHIGH,1,1
271,2.22013,0.007658,1.950166924,0.682104078,0.395779889,0.01832996,0.00692192,-1.544565618,HIGH,LOW,HIGHLOW,2,4
272,2.20213,0.005077,1.950166924,0.682104078,0.369390954,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
273,2.3772,0.022831,1.950166924,0.682104078,0.626052665,0.01832996,0.00692192,0.647434421,HIGH,HIGH,HIGHHIGH,1,1
274,2.16517,0.009167,1.950166924,0.682104078,0.315205675,0.01832996,0.00692192,-1.326510643,HIGH,LOW,HIGHLOW,2,4
275,2.19281,0.013488,1.950166924,0.682104078,0.35572735,0.01832996,0.00692192,-0.702261842,HIGH,LOW,HIGHLOW,2,4
276,2.58153,0.020906,1.950166924,0.682104078,0.925611056,0.01832996,0.00692192,0.369299292,HIGH,HIGH,HIGHHIGH,1,1
277,0.794146,0.009137,1.950166924,0.682104078,-1.694786706,0.01832996,0.00692192,-1.330872728,LOW,LOW,LOWLOW,4,3
278,2.29039,0.020456,1.950166924,0.682104078,0.498784697,0.01832996,0.00692192,0.304399087,HIGH,HIGH,HIGHHIGH,1,1
279,2.43734,0.017581,1.950166924,0.682104078,0.714221028,0.01832996,0.00692192,-0.11100259,HIGH,LOW,HIGHLOW,2,4
280,2.23092,0.020746,1.950166924,0.682104078,0.411598589,0.01832996,0.00692192,0.346210032,HIGH,HIGH,HIGHHIGH,1,1
281,2.30454,0.021839,1.950166924,0.682104078,0.519529332,0.01832996,0.00692192,0.504162459,HIGH,HIGH,HIGHHIGH,1,1
282,2.2683,0.023521,1.950166924,0.682104078,0.46639961,0.01832996,0.00692192,0.747222492,HIGH,HIGH,HIGHHIGH,1,1
283,0.657089,0.020762,1.950166924,0.682104078,-1.895719385,0.01832996,0.00692192,0.348532798,LOW,HIGH,LOWHIGH,3,2
284,2.19563,0.020999,1.950166924,0.682104078,0.359861616,0.01832996,0.00692192,0.382838311,HIGH,HIGH,HIGHHIGH,1,1
285,2.07089,0.020151,1.950166924,0.682104078,0.176986299,0.01832996,0.00692192,0.260265376,HIGH,HIGH,HIGHHIGH,1,1
286,2.40117,0.021582,1.950166924,0.682104078,0.66119393,0.01832996,0.00692192,0.466997191,HIGH,HIGH,HIGHHIGH,1,1
287,0.63124,0.018588,1.950166924,0.682104078,-1.933615361,0.01832996,0.00692192,0.034556021,LOW,HIGH,LOWHIGH,3,2
288,0.685763,0.016903,1.950166924,0.682104078,-1.853681812,0.01832996,0.00692192,-0.20894623,LOW,LOW,LOWLOW,4,3
289,2.34454,0.021132,1.950166924,0.682104078,0.578171409,0.01832996,0.00692192,0.401958007,HIGH,HIGH,HIGHHIGH,1,1
290,2.26898,0.020469,1.950166924,0.682104078,0.467396525,0.01832996,0.00692192,0.306216502,HIGH,HIGH,HIGHHIGH,1,1
291,2.2016,0.018913,1.950166924,0.682104078,0.368613946,0.01832996,0.00692192,0.081407476,HIGH,HIGH,HIGHHIGH,1,1
292,2.19331,0.018803,1.950166924,0.682104078,0.356460376,0.01832996,0.00692192,0.065620959,HIGH,HIGH,HIGHHIGH,1,1
293,2.48627,0.021373,1.950166924,0.682104078,0.785954949,0.01832996,0.00692192,0.436800365,HIGH,HIGH,HIGHHIGH,1,1
294,0.719128,0.020022,1.950166924,0.682104078,-1.804766989,0.01832996,0.00692192,0.241635283,LOW,HIGH,LOWHIGH,3,2
295,2.19579,0.021785,1.950166924,0.682104078,0.360096185,0.01832996,0.00692192,0.496404351,HIGH,HIGH,HIGHHIGH,1,1
296,2.19518,0.019926,1.950166924,0.682104078,0.359201893,0.01832996,0.00692192,0.227745784,HIGH,HIGH,HIGHHIGH,1,1
297,0.583814,0.008992,1.950166924,0.682104078,-2.00314434,0.01832996,0.00692192,-1.351778201,LOW,LOW,LOWLOW,4,3
298,2.01402,0.022355,1.950166924,0.682104078,0.093611925,0.01832996,0.00692192,0.578757952,HIGH,HIGH,HIGHHIGH,1,1
299,2.20468,0.013044,1.950166924,0.682104078,0.373129386,0.01832996,0.00692192,-0.766425258,HIGH,LOW,HIGHLOW,2,4
300,2.20497,0.009838,1.950166924,0.682104078,0.373554541,0.01832996,0.00692192,-1.229556469,HIGH,LOW,HIGHLOW,2,4
301,2.11741,0.021678,1.950166924,0.682104078,0.245187034,0.01832996,0.00692192,0.480855196,HIGH,HIGH,HIGHHIGH,1,1
302,2.30001,0.022498,1.950166924,0.682104078,0.512888117,0.01832996,0.00692192,0.599398469,HIGH,HIGH,HIGHHIGH,1,1
303,2.3266,0.01388,1.950166924,0.682104078,0.551870438,0.01832996,0.00692192,-0.645617584,HIGH,LOW,HIGHLOW,2,4
304,2.18336,0.020609,1.950166924,0.682104078,0.341873159,0.01832996,0.00692192,0.326490358,HIGH,HIGH,HIGHHIGH,1,1
305,0.573034,0.021995,1.950166924,0.682104078,-2.01894838,0.01832996,0.00692192,0.52674319,LOW,HIGH,LOWHIGH,3,2
306,2.20294,0.021292,1.950166924,0.682104078,0.370578456,0.01832996,0.00692192,0.425186246,HIGH,HIGH,HIGHHIGH,1,1
307,2.14422,0.021324,1.950166924,0.682104078,0.284491887,0.01832996,0.00692192,0.429831922,HIGH,HIGH,HIGHHIGH,1,1
308,0.624404,0.021125,1.950166924,0.682104078,-1.943637292,0.01832996,0.00692192,0.400963052,LOW,HIGH,LOWHIGH,3,2
309,2.33159,0.022321,1.950166924,0.682104078,0.559186037,0.01832996,0.00692192,0.57384732,HIGH,HIGH,HIGHHIGH,1,1
310,0.565009,0.020183,1.950166924,0.682104078,-2.030713447,0.01832996,0.00692192,0.264911052,LOW,HIGH,LOWHIGH,3,2
311,2.18262,0.012537,1.950166924,0.682104078,0.340788281,0.01832996,0.00692192,-0.839758239,HIGH,LOW,HIGHLOW,2,4
312,0.553594,0.017334,1.950166924,0.682104078,-2.047448429,0.01832996,0.00692192,-0.146735163,LOW,LOW,LOWLOW,4,3
313,2.20458,0.021276,1.950166924,0.682104078,0.372982781,0.01832996,0.00692192,0.422863335,HIGH,HIGH,HIGHHIGH,1,1
314,2.18831,0.021662,1.950166924,0.682104078,0.349130116,0.01832996,0.00692192,0.47861131,HIGH,HIGH,HIGHHIGH,1,1
315,0.603258,0.023165,1.950166924,0.682104078,-1.974638426,0.01832996,0.00692192,0.695772747,LOW,HIGH,LOWHIGH,3,2
316,0.527802,0.020841,1.950166924,0.682104078,-2.085260841,0.01832996,0.00692192,0.359989013,LOW,HIGH,LOWHIGH,3,2
317,1.86363,0.022707,1.950166924,0.682104078,-0.126867624,0.01832996,0.00692192,0.62959515,LOW,HIGH,LOWHIGH,3,2
318,2.17199,0.021968,1.950166924,0.682104078,0.325204149,0.01832996,0.00692192,0.522745021,HIGH,HIGH,HIGHHIGH,1,1
319,2.22138,0.020762,1.950166924,0.682104078,0.397612454,0.01832996,0.00692192,0.348532798,HIGH,HIGH,HIGHHIGH,1,1
320,2.12482,0.020231,1.950166924,0.682104078,0.256050479,0.01832996,0.00692192,0.271879495,HIGH,HIGH,HIGHHIGH,1,1
321,2.09433,0.0196,1.950166924,0.682104078,0.211350556,0.01832996,0.00692192,0.180660579,HIGH,HIGH,HIGHHIGH,1,1
322,2.28708,0.021453,1.950166924,0.682104078,0.493932065,0.01832996,0.00692192,0.448414484,HIGH,HIGH,HIGHHIGH,1,1
323,2.2791,0.018784,1.950166924,0.682104078,0.482232971,0.01832996,0.00692192,0.062824914,HIGH,HIGH,HIGHHIGH,1,1
324,1.80225,0.022686,1.950166924,0.682104078,-0.216853892,0.01832996,0.00692192,0.626498466,LOW,HIGH,LOWHIGH,3,2
325,0.605526,0.020597,1.950166924,0.682104078,-1.971313421,0.01832996,0.00692192,0.324773926,LOW,HIGH,LOWHIGH,3,2
326,0.433289,0.020649,1.950166924,0.682104078,-2.223821807,0.01832996,0.00692192,0.332273002,LOW,HIGH,LOWHIGH,3,2
327,2.04441,0.022305,1.950166924,0.682104078,0.138165244,0.01832996,0.00692192,0.571524409,HIGH,HIGH,HIGHHIGH,1,1
328,2.13073,0.021115,1.950166924,0.682104078,0.264714846,0.01832996,0.00692192,0.399635096,HIGH,HIGH,HIGHHIGH,1,1
329,0.525398,0.010486,1.950166924,0.682104078,-2.08878523,0.01832996,0.00692192,-1.135960322,LOW,LOW,LOWLOW,4,3
330,0.541773,0.013623,1.950166924,0.682104078,-2.064778629,0.01832996,0.00692192,-0.682803367,LOW,LOW,LOWLOW,4,3
331,2.09329,0.017208,1.950166924,0.682104078,0.209825862,0.01832996,0.00692192,-0.164812374,HIGH,LOW,HIGHLOW,2,4
332,1.81429,0.015697,1.950166924,0.682104078,-0.199202626,0.01832996,0.00692192,-0.383205694,LOW,LOW,LOWLOW,4,3
333,1.72959,0.014639,1.950166924,0.682104078,-0.323377225,0.01832996,0.00692192,-0.536011572,LOW,LOW,LOWLOW,4,3
334,1.99858,0.017707,1.950166924,0.682104078,0.070976084,0.01832996,0.00692192,-0.092804748,HIGH,LOW,HIGHLOW,2,4
335,2.11891,0.021936,1.950166924,0.682104078,0.247386112,0.01832996,0.00692192,0.518099345,HIGH,HIGH,HIGHHIGH,1,1
336,2.13543,0.01341,1.950166924,0.682104078,0.27160529,0.01832996,0.00692192,-0.713546862,HIGH,LOW,HIGHLOW,2,4
337,2.46624,0.018316,1.950166924,0.682104078,0.756589929,0.01832996,0.00692192,-0.004773531,HIGH,LOW,HIGHLOW,2,4
338,2.08837,0.021373,1.950166924,0.682104078,0.202612886,0.01832996,0.00692192,0.436800365,HIGH,HIGH,HIGHHIGH,1,1
339,2.1126,0.021919,1.950166924,0.682104078,0.238135325,0.01832996,0.00692192,0.515776579,HIGH,HIGH,HIGHHIGH,1,1
340,0.496983,0.016678,1.950166924,0.682104078,-2.130443095,0.01832996,0.00692192,-0.241465822,LOW,LOW,LOWLOW,4,3
341,2.01667,0.021758,1.950166924,0.682104078,0.097496963,0.01832996,0.00692192,0.49242193,HIGH,HIGH,HIGHHIGH,1,1
342,1.61388,0.014251,1.950166924,0.682104078,-0.493014094,0.01832996,0.00692192,-0.592115518,LOW,LOW,LOWLOW,4,3
343,2.0818,0.0215,1.950166924,0.682104078,0.192980925,0.01832996,0.00692192,0.455240914,HIGH,HIGH,HIGHHIGH,1,1
344,2.10575,0.021421,1.950166924,0.682104078,0.228092869,0.01832996,0.00692192,0.443768808,HIGH,HIGH,HIGHHIGH,1,1
345,2.07342,0.021437,1.950166924,0.682104078,0.18069541,0.01832996,0.00692192,0.446091718,HIGH,HIGH,HIGHHIGH,1,1
346,2.15554,0.019749,1.950166924,0.682104078,0.301087595,0.01832996,0.00692192,0.202194634,HIGH,HIGH,HIGHHIGH,1,1
347,0.334483,0.016002,1.950166924,0.682104078,-2.368676534,0.01832996,0.00692192,-0.339024597,LOW,LOW,LOWLOW,4,3
348,2.30018,0.016059,1.950166924,0.682104078,0.513137346,0.01832996,0.00692192,-0.330918031,HIGH,LOW,HIGHLOW,2,4
349,2.21756,0.016583,1.950166924,0.682104078,0.392012135,0.01832996,0.00692192,-0.255136596,HIGH,LOW,HIGHLOW,2,4
350,2.10696,0.017691,1.950166924,0.682104078,0.229866792,0.01832996,0.00692192,-0.095127514,HIGH,LOW,HIGHLOW,2,4
351,0.439746,0.020826,1.950166924,0.682104078,-2.214355509,0.01832996,0.00692192,0.357824151,LOW,HIGH,LOWHIGH,3,2
352,2.10857,0.008088,1.950166924,0.682104078,0.232227135,0.01832996,0.00692192,-1.482479517,HIGH,LOW,HIGHLOW,2,4
353,2.18119,0.020344,1.950166924,0.682104078,0.338691827,0.01832996,0.00692192,0.288139291,HIGH,HIGH,HIGHHIGH,1,1
354,2.12194,0.01708,1.950166924,0.682104078,0.25182825,0.01832996,0.00692192,-0.183395081,HIGH,LOW,HIGHLOW,2,4
355,2.03766,0.022079,1.950166924,0.682104078,0.128269393,0.01832996,0.00692192,0.538878552,HIGH,HIGH,HIGHHIGH,1,1
356,2.31071,0.016491,1.950166924,0.682104078,0.528574872,0.01832996,0.00692192,-0.268413115,HIGH,LOW,HIGHLOW,2,4
357,0.460571,0.012304,1.950166924,0.682104078,-2.183824978,0.01832996,0.00692192,-0.873275387,LOW,LOW,LOWLOW,4,3
358,2.01867,0.023292,1.950166924,0.682104078,0.100429067,0.01832996,0.00692192,0.714086886,HIGH,HIGH,HIGHHIGH,1,1
359,2.26237,0.019812,1.950166924,0.682104078,0.457705922,0.01832996,0.00692192,0.211271596,HIGH,HIGH,HIGHHIGH,1,1
360,1.92299,0.018668,1.950166924,0.682104078,-0.039842782,0.01832996,0.00692192,0.046059622,LOW,HIGH,LOWHIGH,3,2
361,2.20427,0.021019,1.950166924,0.682104078,0.372528305,0.01832996,0.00692192,0.385698067,HIGH,HIGH,HIGHHIGH,1,1
362,1.96971,0.017967,1.950166924,0.682104078,0.028651165,0.01832996,0.00692192,-0.055162299,HIGH,LOW,HIGHLOW,2,4
363,2.09031,0.022466,1.950166924,0.682104078,0.205457027,0.01832996,0.00692192,0.594752792,HIGH,HIGH,HIGHHIGH,1,1
364,2.07599,0.022,1.950166924,0.682104078,0.184463164,0.01832996,0.00692192,0.527390698,HIGH,HIGH,HIGHHIGH,1,1
365,1.65005,0.015238,1.950166924,0.682104078,-0.439986995,0.01832996,0.00692192,-0.449471561,LOW,LOW,LOWLOW,4,3
366,2.06128,0.021924,1.950166924,0.682104078,0.16289754,0.01832996,0.00692192,0.516441134,HIGH,HIGH,HIGHHIGH,1,1
367,1.98693,0.022964,1.950166924,0.682104078,0.053896579,0.01832996,0.00692192,0.666760419,HIGH,HIGH,HIGHHIGH,1,1
368,0.427796,0.021755,1.950166924,0.682104078,-2.23187483,0.01832996,0.00692192,0.49209023,LOW,HIGH,LOWHIGH,3,2
369,2.06126,0.022273,1.950166924,0.682104078,0.162868219,0.01832996,0.00692192,0.566878877,HIGH,HIGH,HIGHHIGH,1,1
370,0.436444,0.01297,1.950166924,0.682104078,-2.219196413,0.01832996,0.00692192,-0.777195825,LOW,LOW,LOWLOW,4,3
371,0.455855,0.008992,1.950166924,0.682104078,-2.190738879,0.01832996,0.00692192,-1.351778201,LOW,LOW,LOWLOW,4,3
372,0.451277,0.013667,1.950166924,0.682104078,-2.197450465,0.01832996,0.00692192,-0.676412944,LOW,LOW,LOWLOW,4,3
373,2.0436,0.022,1.950166924,0.682104078,0.136977742,0.01832996,0.00692192,0.527390698,HIGH,HIGH,HIGHHIGH,1,1
374,2.05525,0.016308,1.950166924,0.682104078,0.154057247,0.01832996,0.00692192,-0.294890886,HIGH,LOW,HIGHLOW,2,4
375,0.39243,0.021598,1.950166924,0.682104078,-2.283723223,0.01832996,0.00692192,0.469319957,LOW,HIGH,LOWHIGH,3,2
376,2.01172,0.018117,1.950166924,0.682104078,0.090240006,0.01832996,0.00692192,-0.033595594,HIGH,LOW,HIGHLOW,2,4
377,1.84925,0.02323,1.950166924,0.682104078,-0.147949451,0.01832996,0.00692192,0.705174618,LOW,HIGH,LOWHIGH,3,2
378,0.603165,0.026864,1.950166924,0.682104078,-1.974774769,0.01832996,0.00692192,1.230143878,LOW,HIGH,LOWHIGH,3,2
379,1.96416,0.017896,1.950166924,0.682104078,0.020514576,0.01832996,0.00692192,-0.06545742,HIGH,LOW,HIGHLOW,2,4
380,0.602583,0.031843,1.950166924,0.682104078,-1.975628011,0.01832996,0.00692192,1.949382948,LOW,HIGH,LOWHIGH,3,2
381,1.72048,0.018094,1.950166924,0.682104078,-0.336732958,0.01832996,0.00692192,-0.036834435,LOW,LOW,LOWLOW,4,3
382,2.07402,0.022579,1.950166924,0.682104078,0.181575041,0.01832996,0.00692192,0.611012588,HIGH,HIGH,HIGHHIGH,1,1
383,0.6027,0.023529,1.950166924,0.682104078,-1.975456483,0.01832996,0.00692192,0.748313519,LOW,HIGH,LOWHIGH,3,2
384,1.93643,0.023853,1.950166924,0.682104078,-0.020139044,0.01832996,0.00692192,0.795070057,LOW,HIGH,LOWHIGH,3,2
385,1.60857,0.029591,1.950166924,0.682104078,-0.500798829,0.01832996,0.00692192,1.624149033,LOW,HIGH,LOWHIGH,3,2
386,2.03484,0.019893,1.950166924,0.682104078,0.124135127,0.01832996,0.00692192,0.222994934,HIGH,HIGH,HIGHHIGH,1,1
387,0.371384,0.018487,1.950166924,0.682104078,-2.314577751,0.01832996,0.00692192,0.019892603,LOW,HIGH,LOWHIGH,3,2
388,0.368409,0.023183,1.950166924,0.682104078,-2.318939256,0.01832996,0.00692192,0.698395718,LOW,HIGH,LOWHIGH,3,2
389,2.03248,0.022225,1.950166924,0.682104078,0.120675244,0.01832996,0.00692192,0.55991029,HIGH,HIGH,HIGHHIGH,1,1
390,1.95593,0.021083,1.950166924,0.682104078,0.008448969,0.01832996,0.00692192,0.39498942,HIGH,HIGH,HIGHHIGH,1,1
391,2.0507,0.022692,1.950166924,0.682104078,0.14738671,0.01832996,0.00692192,0.627381602,HIGH,HIGH,HIGHHIGH,1,1
392,0.33594,0.033437,1.950166924,0.682104078,-2.366540496,0.01832996,0.00692192,2.179687992,LOW,HIGH,LOWHIGH,3,2
393,1.98101,0.022337,1.950166924,0.682104078,0.045217551,0.01832996,0.00692192,0.576170086,HIGH,HIGH,HIGHHIGH,1,1
394,0.362955,0.021646,1.950166924,0.682104078,-2.326935103,0.01832996,0.00692192,0.476288544,LOW,HIGH,LOWHIGH,3,2
395,2.07078,0.019604,1.950166924,0.682104078,0.176825033,0.01832996,0.00692192,0.181289162,HIGH,HIGH,HIGHHIGH,1,1
